Kategorie;Epoche;Schwierigkeit;Komponist;Titel;Besetzung;Verlag
Klavier Solo ;Neue Musik;schwierig;Poulenc, Francis;"Piano-Album (""Napoli Capriccio"", ""Valse-improvisationen sur le nom de Bach"", ""Feuillets d'album"", ""Badinage"", ""Intermezzo I, II"", u.a.)";Klavier;Salabert EAS 18793
Klavier Solo ;Neue Musik;schwierig;Poulenc, Francis;Promenades I-X (1921, rev. 1952);Klavier;Shawnee Press CH 02107
Klavier Solo ;Neue Musik;schwierig;Poulenc, Francis;Suite en Do (1920);Klavier;Music Sales CH 02076
Klavier Solo ;Neue Musik;schwierig;Poulenc, Francis;Thème varié;Klavier;Max Eschig 6653
Klavier Solo ;Neue Musik;schwierig;Poulenc, Francis;Trois Pièces: Pastorale-Hymne-Toccata (1928);Klavier;Leduc HE 30105
Klavier Solo ;Neue Musik;schwierig;Prokofjew, Sergej;Choses en soi op. 45b;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100617"
Klavier Solo ;Neue Musik;schwierig;Prokofjew, Sergej;Visions fugitives op. 22;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0101359, ben EE 1110"
Klavier Solo ;Neue Musik;schwierig;Prokofjew, Sergej;"Walzer aus ""Krieg und Frieden"" op. 96";Klavier;Sikorski 2110
Klavier Solo ;Neue Musik;schwierig;Raphael, Günter;Sonate (1939) a-moll op. 38,1;Klavier;Breitkopf und Härtel 5806
Klavier Solo ;Neue Musik;schwierig;Raphael, Günter;Sonatina giocosa (1944);Klavier;Bärenreiter SM 1630
Klavier Solo ;Neue Musik;schwierig;Reutter, Hermann;Die Passion in neun Inventionen;Klavier;Schott ED 2137
Klavier Solo ;Neue Musik;schwierig;Rivier, Jean;Musiques pour piano: Printemps-Jeux-Les Bouffons-Tumultes (1937/1938);Klavier;Salabert EMS 8797
Klavier Solo ;Neue Musik;schwierig;Roger, Boutry;Scherzo-Fantaisie;Klavier;Salabert EAS 16131
Klavier Solo ;Neue Musik;schwierig;Rohwer, Jens;Zwölf neue Klavierstücke;Klavier;Möseler 18.446
Klavier Solo ;Neue Musik;schwierig;Rorem, Ned;8 Etudes (1975);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BHI 0100667"
Klavier Solo ;Neue Musik;schwierig;Rorem, Ned;Toccata (1948) h-moll;Klavier;Peters vergr., ev. Verlagskopi
Klavier Solo ;Neue Musik;schwierig;Rota, Nino;15 Preludi (1964);Klavier;Schott ED 9386
Klavier Solo ;Neue Musik;schwierig;Salmenhaara, Erkki;Piano Sonata II;Klavier;Fazer Music F.M. 06281-0
Klavier Solo ;Neue Musik;schwierig;Schneid, Tobias;3 Bagatellen (1991);Klavier;Accent
Klavier Solo ;Neue Musik;schwierig;Schoeck, Othmar;Klavierstücke op. 29;Klavier;Breitkopf und Härtel 5185
Klavier Solo ;Neue Musik;schwierig;Schoeck, Othmar;Ritornelle und Fughetten op. 68;Klavier;"Hug &amp; Co GH 10 925"
Klavier Solo ;Neue Musik;schwierig;Schostakowitsch, Dmitri;24 Préludes (1932/1933) op. 34;Klavier;Sikorski 2362
Klavier Solo ;Neue Musik;schwierig;Schostakowitsch, Dmitri;Fünf Préludes op. 2;Klavier;Sikorski 2184
Klavier Solo ;Neue Musik;schwierig;Schroeder, Hermann;Sonate Nr. 2 (1953) fis-moll;Klavier;Schott ED 4540
Klavier Solo ;Neue Musik;schwierig;Schtschedrin, Rodion Konstantinowitsch;10 Klavierstücke;Klavier;Sikorski 2306
Klavier Solo ;Neue Musik;schwierig;Schtschedrin, Rodion Konstantinowitsch;Basso ostinato;Klavier;Universal Edition 14904
Klavier Solo ;Neue Musik;schwierig;Schulhoff, Erwin;5 Jazz Etüden (1926) op. 58;Klavier;Universal Edition 8954-8958
Klavier Solo ;Neue Musik;schwierig;Schulhoff, Erwin;Elf Inventionen (1921) op. 36;Klavier;Schott ED 8066
Klavier Solo ;Neue Musik;schwierig;Schulhoff, Erwin;Hot Music. 10 synkopierte Etüden (1928);Klavier;Universal Edition 8643
Klavier Solo ;Neue Musik;schwierig;Schulhoff, Erwin;Sonate op. 22;Klavier;Panton P117
Klavier Solo ;Neue Musik;schwierig;Schulhoff, Erwin;Suite dansante en jazz (1931);Klavier;Max Eschig LS 181
Klavier Solo ;Neue Musik;schwierig;Schulhoff, Erwin;Susi. Fox-Song für Klavier solo oder für ein  Melodieinstrument (in C,B,Es) und Klavier;Klavier;Schott ED 8930
Klavier Solo ;Neue Musik;schwierig;Sciortino, Patrice;Contre-Tango;Klavier;Leduc AL 27572
Klavier Solo ;Neue Musik;schwierig;Sessions, Roger Huntington;1. Sonate;Klavier;Schott ED 2163
Klavier Solo ;Neue Musik;schwierig;Siegmeister, Elie;Piano Sonata No. 1. American Sonata (1944);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock CF 0106228"
Klavier Solo ;Neue Musik;schwierig;Siegmeister, Elie;Piano Sonata Nr. 4. Prelude, Blues and Toccata (1980);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock CF 0106036"
Klavier Solo ;Neue Musik;schwierig;Strawinsky, Igor;Cirkus Polka für einen jungen Elephanten (1942);Klavier;Schott ED 4282
Klavier Solo ;Neue Musik;schwierig;Strawinsky, Igor;Piano Rag (1919);Klavier;Shawnee Press CH 02061
Klavier Solo ;Neue Musik;schwierig;Strawinsky, Igor;Piano-Rag-Music (1919);Klavier;Shawnee Press CH 02061
Klavier Solo ;Neue Musik;schwierig;Strawinsky, Igor;Ragtime (1918);Klavier;Shawnee Press CH 02071
Klavier Solo ;Neue Musik;schwierig;Strawinsky, Igor;Serenade in A (1925);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100731 (Hrsg: Spalding), Boosey&amp;Hawkes, Bote&amp;Bock BH 0100732 (Hrsg: Strawinsky, Soulima)"
Klavier Solo ;Neue Musik;schwierig;Suslin, Evseevitsch;Klavierstücke;Klavier;Sikorski 1958
Klavier Solo ;Neue Musik;schwierig;Suter, Robert;Sarabande. Metamorphose eines Themas (1978);Klavier;"Hug &amp; Co GH 11246"
Klavier Solo ;Neue Musik;schwierig;Szymanowski, Karol;The Szymanowski Collection: Etüde, Preludes, Mazurka;Klavier;Universal Edition 70002 (Hrsg: Mattingly)
Klavier Solo ;Neue Musik;schwierig;Tailleferre, Germaine;Romance;Klavier;Max Eschig 6203
Klavier Solo ;Neue Musik;schwierig;Takemitsu, Toru;Les yeux clos II (1988);Klavier;Schott SJ 1056
Klavier Solo ;Neue Musik;schwierig;Takács, Jenö;Toccata (1945) op. 54;Klavier;Doblinger 01 513
Klavier Solo ;Neue Musik;schwierig;Takács, Jenö;Vier Epitaphe (1964) op. 79;Klavier;Doblinger 01 517
Klavier Solo ;Neue Musik;schwierig;Tansman, Alexandre;Pour les enfants. Heft 4;Klavier;Max Eschig 3994
Klavier Solo ;Neue Musik;schwierig;Tansman, Alexandre;Sonate Nr. 4;Klavier;Universal Edition 12498
Klavier Solo ;Neue Musik;schwierig;Tansman, Alexandre;Suite variée;Klavier;Universal Edition 12401
Klavier Solo ;Neue Musik;schwierig;Tansman, Alexandre;The Tansman Collection. 15 Piano Works;Klavier;Universal Edition 70006
Klavier Solo ;Neue Musik;schwierig;Toch, Ernst;Drei Burlesken (1923) op. 31;Klavier;Schott ED 1822
Klavier Solo ;Neue Musik;schwierig;Trapp, Max;Vier Klavierstücke op. 35;Klavier;Leuckhart 9361
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Bagatellen. 10 Stücke (1913-1918) op. 5;Klavier;Leduc HE 28198
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Chant et refrain (1940) op. 66;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0102199"
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Entretiens (1930) op. 46;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0102199"
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Expressions. 10 Stücke (1951) op. 81;Klavier;Peters Bel 637
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Huit Préludes (1919/1920) op. 9;Klavier;Leduc HE 29192
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Message (1926) op. 39;Klavier;Universal Edition 8611
Klavier Solo ;Neue Musik;schwierig;Tscherepnin, Alexander;Quatre Préludes (1922/1923) op. 24;Klavier;Durand
Klavier Solo ;Neue Musik;schwierig;Ullmann, Viktor;Klaviersonaten Bd. 1 u. 2;Klavier;Schott ED 8281, 8282
Klavier Solo ;Neue Musik;schwierig;Villa-Lobos, Heitor;A Prole do Bébé I, (Le Poupées). 8 Stücke;Klavier;Max Eschig 2647-2652
Klavier Solo ;Neue Musik;schwierig;Villa-lobos, Heitor;The Tide Came In;Klavier;
Klavier Solo ;Neue Musik;schwierig;Vladiguerov, Pantscho;Fünf Klavierstücke op. 60;Klavier;Breitkopf und Härtel BG 534
Klavier Solo ;Neue Musik;schwierig;Vladiguerov, Pantscho;Improvisation und Toccata (aus Episodes op. 36,4-5);Klavier;Antes ISMN M 2043-0504-9
Klavier Solo ;Neue Musik;schwierig;Vladiguerov, Pantscho;Sonatina Concertante (1934) op. 28;Klavier;Antes ISMN M 2043-0502-5
Klavier Solo ;Neue Musik;schwierig;Vladiguerov, Pantscho;Valse (Mai Sinfonie) (1949) op. 44;Klavier;Antes ISMN M 2043-0503-2
Klavier Solo ;Neue Musik;schwierig;Vogel, Vladimir;Intervalle;Klavier;"Hug &amp; Co GH 11275"
Klavier Solo ;Neue Musik;schwierig;Vogel, Vladimir;Vier Versionen einer Zwölftonfolge (1973);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101798"
Klavier Solo ;Neue Musik;schwierig;Wagner-Régeny, Rudolf;Sieben Klavierfugen;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BB 0101820"
Klavier Solo ;Neue Musik;schwierig;Weiner, Stanley Milton;Pianorama I - IV. Kleine Stücke;Klavier;Sikorski 1031-1034
Klavier Solo ;Neue Musik;schwierig;Zimmermann, Bernd Alois;Drei frühe Klavierstücke (1940);Klavier;Schott ED 9142
Klavier Solo ;Romantik, Impressionismus;schwierig;Albert, Eugen d';Album of Piano Music I, II;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0102185, 0102186"
Klavier Solo ;Romantik, Impressionismus;schwierig;Albéniz, Isaac Manuel Francisco;Recuerdos de Viaje. 7 Stücke op. 71;Klavier;Salabert Einzelausgaben
Klavier Solo ;Romantik, Impressionismus;schwierig;Alkan, Charles Valentin;Le tambour bat aux champs. Heft I, II op. 50,2;Klavier;Billaudot R 13404
Klavier Solo ;Romantik, Impressionismus;schwierig;Arensky, Anton;Selected Piano Works;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0101827"
Klavier Solo ;Romantik, Impressionismus;schwierig;Balakirew, Mili;Scherzo b-moll;Klavier;Zimmermann 13160
Klavier Solo ;Romantik, Impressionismus;schwierig;Bortkiewicz, Sergej;Ballade, Elegie op. 42, 46;Klavier;Peters 8543
Klavier Solo ;Romantik, Impressionismus;schwierig;Bortkiewicz, Sergej;Six Pensées Lyriques op. 11;Klavier;Rahter EE 80
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Acht Klavierstücke op. 76;Klavier;Henle 118, pet 8941, sch UT 50067, Breitkopf und Härtel 6010
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Balladen op. 10,1-4;Klavier;Schott UT 50068 Urtext (Hrsg: Kohlhaase, Frantz), Breitkopf und Härtel 6005
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Balladen op. 10,1-4;Klavier;Henle 38, pet 3924, sch 1433, UE 2258
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Intermezzi op. 117,1-3;Klavier;Henle 121, pet 8944 Urtext, sch UT 50 023, Breitkopf und Härtel 6013
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Rhapsodie g-moll op. 79,2;Klavier;Henle 119, pet 3929, sch 07 570, sch UT 50 007
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Rhapsodie h-moll op. 79,1;Klavier;Breitkopf und Härtel 6011, HN 119
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Sechs Klavierstücke op. 118;Klavier;Henle 122, pet 8945 Urtext, Breitkopf und Härtel 6014, sch UT 50 044
Klavier Solo ;Romantik, Impressionismus;schwierig;Brahms, Johannes;Variationen über ein eigenes Thema D-Dur op. 21,1;Klavier;Breitkopf und Härtel 6006, pet 8200b
Klavier Solo ;Romantik, Impressionismus;schwierig;Burgmüller, Friedrich;12 Etüden op. 105;Klavier;Schott ED 174, pet 3102
Klavier Solo ;Romantik, Impressionismus;schwierig;Burgmüller, Friedrich;Rondo alla turca;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0101837"
Klavier Solo ;Romantik, Impressionismus;schwierig;Busoni, Ferruccio;Indianisches Tagebuch, 1. Buch Busoni-Verz. 267;Klavier;Breitkopf und Härtel 4837
Klavier Solo ;Romantik, Impressionismus;schwierig;Busoni, Ferruccio;Toccata (1921) as-moll;Klavier;Breitkopf und Härtel 5187
Klavier Solo ;Romantik, Impressionismus;schwierig;Chabrier, Emmanuel;Werke für Klavier;Klavier;Music Sales DP 15423
Klavier Solo ;Romantik, Impressionismus;schwierig;Chabrier, Emmanuel;Werke für Klavier;Klavier;Alfred Publishing 628574
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Berceuse Des-Dur op. 57;Klavier;Henle 320, sch ED 0421
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Fantasie-Impromptu cis-moll op. 66;Klavier;Schott ED 0368, HN 235, pet 1905, sch UT 50 058
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Mazurkas;Klavier;"Peters 1902 (Hrsg: Scholtz/Pozniak), HN 264 (Hrsg: Zimmermann), UE 342 (Hrsg: Pugno), sal EMS 5148/G2;5149/F4;5150F5 (Hrsg: Cortot)"
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Nocturne F-dur op. 15,1, Des-dur op. 27,2;Klavier;Henle 185, pet 1904, sch UT 50 065
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Nocturnes;Klavier;Peters 1904 (Hrsg: Scholtz/Pozniak), HN 185 (Hrsg: Zimmermann), sch UT 50065 (Hrsg: Ekier), Breitkopf und Härtel 8323 (Hrsg: Friedmann)
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Polonaise cis-moll op. 26,1;Klavier;Henle 217, pet 1903, sch 0332
Klavier Solo ;Romantik, Impressionismus;schwierig;Chopin, Frédéric;Walzer;Klavier;Peters 1901 (Hrsg: Scholtz/Pozniak), UE 341 (Hrsg: Pugno), HN 131 (Hrsg: Zimmermann), Breitkopf und Härtel L 3811 (Hrsg: Friedmann)
Klavier Solo ;Romantik, Impressionismus;schwierig;Cui, César Antonovitsch;Klavierstücke op. 22;Klavier;Breitkopf und Härtel 8126
Klavier Solo ;Romantik, Impressionismus;schwierig;Czerny, Carl;La ricordanza. Variationen über ein Thema von Rode op. 33;Klavier;Lienau 15190
Klavier Solo ;Romantik, Impressionismus;schwierig;Czerny, Carl;Sonate As-dur op. 7;Klavier;Wollenweber
Klavier Solo ;Romantik, Impressionismus;schwierig;Debussy, Claude;Estampes;Klavier;Peters 9159e
Klavier Solo ;Romantik, Impressionismus;schwierig;Debussy, Claude;Klavierstücke;Klavier;Henle 404 Urtext (Hrsg: Heinemann, E.-G./Theopold, H.-M.)
Klavier Solo ;Romantik, Impressionismus;schwierig;Delius, Frederick;Three Preludes;Klavier;Oxford University Press 3725592
Klavier Solo ;Romantik, Impressionismus;schwierig;Dohnányi, Ernst von;Vier Klavierstücke op. 2;Klavier;Doblinger 01501, 01502, 01503, 01504
Klavier Solo ;Romantik, Impressionismus;schwierig;Dohnányi, Ernst von;Winterreigen. 10 Bagatellen op. 13;Klavier;Doblinger 01510
Klavier Solo ;Romantik, Impressionismus;schwierig;Dukas, Paul;La plainte, au loin, du Faune. Pièce écrite pour le tombeau de Claude Debussy (1920);Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101500"
Klavier Solo ;Romantik, Impressionismus;schwierig;Dvorák, Antonín;Klavierwerke II;Klavier;Bärenreiter H 704002
Klavier Solo ;Romantik, Impressionismus;schwierig;Dvorák, Antonín;Poetische Stimmungsbilder op. 85;Klavier;Henle 492 Urtext, sim EE 0012, 0013, 0014
Klavier Solo ;Romantik, Impressionismus;schwierig;Emmanuel, Maurice;Sonatine bourguignonne (1893), Sonatine pastorale (1897), 3e Sonatine (1920);Klavier;Leduc HE 28106, 28107, 28108
Klavier Solo ;Romantik, Impressionismus;schwierig;Field, John;18 Nocturnes;Klavier;Peters 491
Klavier Solo ;Romantik, Impressionismus;schwierig;Field, John;Sonaten;Klavier;Henle 338 Urtext
Klavier Solo ;Romantik, Impressionismus;schwierig;Gade, Niels Wilhelm;Aquarelles and other pieces. 14 Kompositionen;Klavier;Bärenreiter D 3367
Klavier Solo ;Romantik, Impressionismus;schwierig;Gade, Niels Wilhelm;Ausgewählte Klavierstücke;Klavier;Henle 430 Urtext
Klavier Solo ;Romantik, Impressionismus;schwierig;Gade, Niels Wilhelm;Klavierstücke;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0102073"
Klavier Solo ;Romantik, Impressionismus;schwierig;Gade, Niels Wilhelm;Sonate e-moll op.28;Klavier;Breitkopf und Härtel 8104
Klavier Solo ;Romantik, Impressionismus;schwierig;Glasunow, Alexander;Etüden op. 31,2 u. 3;Klavier;Peters Bel 110, 111
Klavier Solo ;Romantik, Impressionismus;schwierig;Glasunow, Alexander;Grande Valse de Concert op. 41;Klavier;Peters Bel 113
Klavier Solo ;Romantik, Impressionismus;schwierig;Glinka, Michael;Klavierwerke I, III, IV;Klavier;Feja RHA4-1, RHA4-3, RHA4-4
Klavier Solo ;Romantik, Impressionismus;schwierig;Glinka, Michael;Pièces de piano;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock D 0101604"
Klavier Solo ;Romantik, Impressionismus;schwierig;Goetz, Hermann;Lose Blätter. 9 Stücke op. 7;Klavier;Amadeus Verlag
Klavier Solo ;Romantik, Impressionismus;schwierig;Gottschalk, Louis Moreau;Klavierstücke;Klavier;Peters 7185
Klavier Solo ;Romantik, Impressionismus;schwierig;Gottschalk, Louis Moreau;Kreolische und karibische Klavierstücke;Klavier;Peters 9425
Klavier Solo ;Romantik, Impressionismus;schwierig;Gottschalk, Louis Moreau;Piano Music;Klavier;Alfred Publishing 6216837
Klavier Solo ;Romantik, Impressionismus;schwierig;Gretschaninov, Alexander Tichonovitsch;Sonate g-moll op. 129;Klavier;Schott ED 2164
Klavier Solo ;Romantik, Impressionismus;schwierig;Gretschaninov, Alexander Tichonovitsch;Suite Nr. 2 F-dur op. 110,2;Klavier;Schott ED 1298
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Aus Holbergs Zeit. Suite im alten Stil op. 40;Klavier;Peters 2151, HN 432
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Klavierwerke I: Sämtliche Lyrischen Stücke op. 12, 38, 43, 47, 54, 57, 62, 65, 68, 71;Klavier;Peters 3100a
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Klavierwerke II: Verschiedene Kompositionen op.1, 3, 16, 24, 28, 29, 41, 52, 73, 3 nachgelassene Stücke;Klavier;Peters 3100b
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Klavierwerke III: Bearbeitungen op. 17, 34, 35, 37, 40, 46, 50, 53, 55, 56, 63, 66;Klavier;Peters 3100c
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Lyrische Stücke Heft 2 und 3 op. 38, 43;Klavier;Henle 644, 627
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Norwegische Bauerntänze. 17 Tänze op. 72;Klavier;Henle 491
Klavier Solo ;Romantik, Impressionismus;schwierig;Grieg, Edvard;Stimmungen op. 73;Klavier;Peters in Klavierwerke II: 3100b
Klavier Solo ;Romantik, Impressionismus;schwierig;Haas, Joseph;Sonate a-moll op. 61,2;Klavier;Schott ED 1730
Klavier Solo ;Romantik, Impressionismus;schwierig;Heller, Stephen;Ausgewählte Klavierwerke;Klavier;Henle 372
Klavier Solo ;Romantik, Impressionismus;schwierig;Hensel, Fanny;Klavierstücke 1843-1844;Klavier;Lienau 40400
Klavier Solo ;Romantik, Impressionismus;schwierig;Henselt, Adolf;Vier Impromptus op.7, 17, 34, 37;Klavier;Breitkopf und Härtel 8148
Klavier Solo ;Romantik, Impressionismus;schwierig;Herz, Henri;Variationen über ein Tiroler Lied op. 12;Klavier;Lienau 28960
Klavier Solo ;Romantik, Impressionismus;schwierig;Holst, Gustav;The Solo Piano Music (1924-1932);Klavier;Faber Music 633
Klavier Solo ;Romantik, Impressionismus;schwierig;Janácek, Leos;Auf verwachsenem Pfade. 15 Klavierstücke;Klavier;Bärenreiter H 6070/04
Klavier Solo ;Romantik, Impressionismus;schwierig;Janácek, Leos;Sonate der Straße. 1.X.1905;Klavier;Bärenreiter H 6070/03
Klavier Solo ;Romantik, Impressionismus;schwierig;Jensen, Adolf;Klavierstücke;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0101862"
Klavier Solo ;Romantik, Impressionismus;schwierig;Joplin, Scott;Piano Rags I, II, III;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock N 0100959, 0100960, 0100962"
Klavier Solo ;Romantik, Impressionismus;schwierig;Joplin, Scott;Ragtimes I, II;Klavier;Peters 9678a, 9678b
Klavier Solo ;Romantik, Impressionismus;schwierig;Juon, Paul;Sechs Stücke op. 12;Klavier;Lienau 21150
Klavier Solo ;Romantik, Impressionismus;schwierig;Kirchner, Theodor;Ausgewählte Werke;Klavier;Henle 445 2, Reflexe op.76,2 u. 5, Erinnerungsblatt op. 101,1)
Klavier Solo ;Romantik, Impressionismus;schwierig;Kirchner, Theodor;Nachtbilder. Zehn Charakterstücke op. 25;Klavier;Breitkopf und Härtel 8131
Klavier Solo ;Romantik, Impressionismus;schwierig;Kirchner, Theodor;Präludien op. 9;Klavier;Schott ED 9017
Klavier Solo ;Romantik, Impressionismus;schwierig;Kirchner, Theodor;Reflexe. Sechs Walzer op. 76;Klavier;Amadeus Verlag
Klavier Solo ;Romantik, Impressionismus;schwierig;Koechlin, Charles;5 Sonatines op. 59 (1916) et 4 Nouvelles Sonatines op. 87 (1924);Klavier;Salabert 19179
Klavier Solo ;Romantik, Impressionismus;schwierig;Liadov, Anatol Konstantinovich;Ausgewählte Klavierstücke;Klavier;Peters 9193
Klavier Solo ;Romantik, Impressionismus;schwierig;Liadov, Anatol Konstantinovich;Piano Album;Klavier;Editio Musica Budapest 13776
Klavier Solo ;Romantik, Impressionismus;schwierig;Liszt, Franz;Liebesträume. 3 Notturnos (Fassung Busoni/da Motta);Klavier;Breitkopf und Härtel 8138
Klavier Solo ;Romantik, Impressionismus;schwierig;Liszt, Franz;Liebesträume. Drei Notturnos;Klavier;Henle 634 Urtext, UE 5881
Klavier Solo ;Romantik, Impressionismus;schwierig;Liszt, Franz;"Notturno ""Liebestraum"" Nr. 3 As-dur";Klavier;Schott ED 06 482, pet 3604, UE 5881
Klavier Solo ;Romantik, Impressionismus;schwierig;Liszt, Franz;"Ungarische Rhapsodie Nr. 5 ""Hérodiade-Elégiaque""";Klavier;Peters 3600, sch ED 06 418
Klavier Solo ;Romantik, Impressionismus;schwierig;MacDowell, Edward;Ausgewählte Klavierstücke;Klavier;Peters 4942
Klavier Solo ;Romantik, Impressionismus;schwierig;MacDowell, Edward;Piano Works;Klavier;Alfred Publishing 6262936
Klavier Solo ;Romantik, Impressionismus;schwierig;Medtner, Nikolai;Drei Arabesken op. 7;Klavier;Benjamin Anton Musikverlage EE 4027
Klavier Solo ;Romantik, Impressionismus;schwierig;Medtner, Nikolai;Quatre Contes op. 26;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock BH 0100547"
Klavier Solo ;Romantik, Impressionismus;schwierig;Medtner, Nikolai;Sechs Märchen op. 51;Klavier;Zimmermann 10200, 10210, 10220, 10230, 10240, 10250
Klavier Solo ;Romantik, Impressionismus;schwierig;Medtner, Nikolai;Sonate C-dur op. 11,3;Klavier;Benjamin Anton Musikverlage EE 1133
Klavier Solo ;Romantik, Impressionismus;schwierig;Medtner, Nikolai;Zwei Elegien op. 59;Klavier;Zimmermann 10260
Klavier Solo ;Romantik, Impressionismus;schwierig;Medtner, Nikolai;Zwei Märchen op. 8;Klavier;Benjamin Anton Musikverlage EE 1130
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Ein Sommernachtstraum. Vier Stücke für Klavier bearbeitet vom Komponisten;Klavier;Breitkopf und Härtel 8309
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Klavierwerke in fünf Bänden;Klavier;Peters 1704a-1704e
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Klavierwerke in vier Bänden;Klavier;Breitkopf und Härtel 8116-8319 (Hrsg: Rietz, J.)
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Lieder ohne Worte (Auswahl);Klavier;Hansen 1915, HN 327, pet 1704 a
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Rondo capriccioso op. 14;Klavier;Henle 286, pet 1704, sch ED 0537
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Sechs Präludien und Fugen op. 35;Klavier;Peters 7159, HN 281
Klavier Solo ;Romantik, Impressionismus;schwierig;Mendelssohn Bartholdy, Felix;Trois Fantaisies ou Caprices op. 16;Klavier;"Henle 462 Urtext 1997 (Hrsg: Herttrich, E./Groethuysen, A.; Elvers, R.)"
Klavier Solo ;Romantik, Impressionismus;schwierig;Moscheles, Ignaz;Variationen über ein Thema von Händel op. 29;Klavier;Lienau 28960
Klavier Solo ;Romantik, Impressionismus;schwierig;Mussorgski, Modest;Selected Piano Works;Klavier;"Boosey&amp;Hawkes, Bote&amp;Bock ZO 0102070"
Klavier Solo ;Romantik, Impressionismus;schwierig;Nielsen, Carl August;Klaviermusik für Klein und Groß  Bd. I, II;Klavier;Shawnee Press WH 29625, 29626
Klavier Solo ;Romantik, Impressionismus;schwierig;Nielsen, Carl August;Thema und Variationen (1916) op. 40;Klavier;Shawnee Press WH 17336
Klavier Solo ;Romantik, Impressionismus;schwierig;Novák, Vitezslav;Drei böhmische Tänze op. 15;Klavier;Simrock EE 1042
Klavier Solo ;Romantik, Impressionismus;schwierig;Novák, Vitezslav;Eklogen;Klavier;Simrock EE 3442
Klavier Solo ;Romantik, Impressionismus;schwierig;Novák, Vitezslav;Gondellieder op. 10;Klavier;Simrock EE 3456
Klavier Solo ;Romantik, Impressionismus;schwierig;Novák, Vitezslav;In der Dämmerung op. 13;Klavier;Simrock EE 3443
Klavier Solo ;Romantik, Impressionismus;schwierig;Novák, Vitezslav;Serenaden op. 9;Klavier;Simrock EE 688
Klavier Solo ;Romantik, Impressionismus;schwierig;Novák, Vitezslav;Winternachtsgesänge op. 30;Klavier;Simrock EE 737
